route_id,route_week,split,row_count,delivery_stop_count
10929,18,training,17,16
10932,18,training,12,11
10938,18,training,11,10
10943,18,training,14,13
10948,18,training,13,12
10950,18,training,11,10
10951,18,training,16,15
10952,18,training,16,14
10954,18,training,17,16
10955,18,training,13,12
10958,18,training,15,14
10963,18,training,13,12
10965,18,training,17,16
10967,18,training,12,11
10968,18,training,13,12
10969,18,training,19,18
10972,18,training,17,16
10974,18,training,20,19
10978,18,training,19,18
10981,18,training,17,16
10987,18,training,14,13
10995,18,training,17,16
10997,18,training,19,18
10999,18,training,13,12
11002,18,training,11,10
11003,18,training,14,13
11006,18,training,11,10
11011,18,training,14,13
11014,18,training,15,14
11036,18,training,11,10
11050,18,training,14,13
11052,18,training,16,15
11057,18,training,15,14
11060,18,training,15,14
11063,18,training,14,13
11064,18,training,15,14
11067,18,training,13,12
11071,18,training,26,24
11078,18,training,13,12
11080,18,training,12,11
11081,18,training,14,13
11083,18,training,14,13
11084,18,training,14,13
11087,18,training,16,15
11090,18,training,16,15
11091,18,training,13,12
11097,18,training,16,15
11098,18,training,15,14
11099,18,training,12,11
11101,18,training,13,12
11102,18,training,23,22
11105,18,training,11,10
11107,18,training,13,12
11112,18,training,12,11
11117,18,training,16,15
11120,18,training,11,10
11122,18,training,14,13
11126,18,training,12,10
11129,18,training,11,10
11130,18,training,11,10
11135,18,training,14,13
11139,18,training,12,11
11145,18,training,15,14
11148,18,training,11,10
11156,18,training,11,10
11159,18,training,11,10
11161,18,training,12,11
11163,18,training,17,16
11165,18,training,13,12
11168,18,training,18,17
11171,18,training,12,11
11172,18,training,24,23
11179,18,training,11,10
11180,18,training,11,10
11185,18,training,11,10
11187,18,training,15,14
11190,18,training,16,15
11193,18,training,19,18
11195,19,validation,18,17
11196,19,validation,11,10
11199,19,validation,17,16
11200,19,validation,13,12
11201,19,validation,14,13
11202,19,validation,16,15
11204,19,validation,19,18
11205,19,validation,24,23
11207,19,validation,25,24
11208,19,validation,17,16
11209,19,validation,13,12
11210,19,validation,18,17
11211,19,validation,22,21
11212,19,validation,27,26
11213,19,validation,16,15
11214,19,validation,13,12
11215,19,validation,16,15
11216,19,validation,18,17
11217,19,validation,13,12
11218,19,validation,15,14
11219,19,validation,16,15
11225,19,validation,22,21
11226,19,validation,15,14
11228,19,validation,14,13
11229,19,validation,18,17
11232,19,validation,16,15
11233,19,validation,25,24
11235,19,validation,11,10
11241,19,validation,20,18
11243,19,validation,16,15
11250,19,validation,24,23
11251,19,validation,23,22
11252,19,validation,26,25
11253,19,validation,13,12
11254,19,validation,24,23
11255,19,validation,15,14
11259,19,validation,17,16
11260,19,validation,21,20
11263,19,validation,13,12
11265,19,validation,11,10
11266,19,validation,20,19
11267,19,validation,18,17
11270,19,validation,21,20
11271,19,validation,16,15
11273,19,validation,17,16
11276,19,validation,20,19
11277,19,validation,26,25
11283,19,validation,14,13
11284,19,validation,17,16
11285,19,validation,12,11
11288,19,validation,22,21
11290,19,validation,20,19
11292,19,validation,25,24
11294,19,validation,15,14
11295,19,validation,22,21
11303,19,validation,15,14
11304,19,validation,18,17
11307,19,validation,17,16
11311,19,validation,13,12
11315,19,validation,11,10
11324,19,validation,12,11
11332,19,validation,11,10
11335,19,validation,11,10
11340,19,validation,14,13
11343,19,validation,11,10
11344,19,validation,17,16
11349,19,validation,14,13
11350,19,validation,21,20
11352,19,validation,16,15
11357,19,validation,22,21
11358,19,validation,14,12
11360,19,validation,14,13
11361,19,validation,18,17
11362,19,validation,19,18
11367,19,validation,26,25
11375,19,validation,21,19
11377,19,validation,14,13
11378,19,validation,13,12
11379,19,validation,15,14
11381,19,validation,11,10
11384,19,validation,19,17
11385,19,validation,13,12
11386,19,validation,22,21
11388,19,validation,19,18
11389,19,validation,18,17
11391,19,validation,11,10
11392,19,validation,16,14
11394,19,validation,14,13
11397,19,validation,17,16
11400,19,validation,13,12
11402,19,validation,20,19
11403,19,validation,14,13
11406,19,validation,13,12
11407,19,validation,13,12
11412,19,validation,24,23
11416,19,validation,24,23
11418,19,validation,14,13
11421,19,validation,25,24
11426,19,validation,20,19
11430,19,validation,18,17
11432,19,validation,17,16
11435,19,validation,25,24
11441,19,validation,14,13
11445,19,validation,13,12
11447,19,validation,12,11
11456,19,validation,14,11
11465,19,validation,15,14
11469,19,validation,11,10
11473,19,validation,15,14
11478,19,validation,12,11
11479,19,validation,11,10
11482,19,validation,15,14
11484,19,validation,15,14
11486,19,validation,15,14
11488,19,validation,18,17
11490,19,validation,17,16
11494,19,validation,18,17
11497,19,validation,16,15
11501,19,validation,13,12
11504,19,validation,16,15
11506,19,validation,12,11
11507,19,validation,15,14
11509,19,validation,14,13
11510,19,validation,13,12
11518,19,validation,17,16
11521,19,validation,14,13
11527,19,validation,15,14
11528,19,validation,13,12
11530,19,validation,15,14
11531,19,validation,12,11
11532,19,validation,19,18
11533,19,validation,17,16
11534,19,validation,22,21
11541,19,validation,12,11
11543,19,validation,12,11
11545,19,validation,21,20
11547,19,validation,15,14
11548,19,validation,11,10
11549,19,validation,17,16
11550,19,validation,11,10
11551,19,validation,21,20
11553,19,validation,12,11
11554,19,validation,15,14
11555,19,validation,11,10
11563,19,validation,11,10
11567,19,validation,17,16
11575,19,validation,14,13
11577,19,validation,16,15
11580,19,validation,15,14
11587,19,validation,16,15
11589,19,validation,16,15
11599,19,validation,13,12
11602,19,validation,15,14
11603,19,validation,16,15
11606,19,validation,11,10
11609,19,validation,11,10
11615,19,validation,13,12
11620,19,validation,15,14
11621,19,validation,18,17
11625,19,validation,12,11
11627,19,validation,16,15
11628,19,validation,17,16
11629,19,validation,15,14
11631,19,validation,18,17
11633,19,validation,16,15
11634,19,validation,13,12
11635,19,validation,13,12
11639,19,validation,12,11
11645,19,validation,13,12
11647,19,validation,16,15
11651,19,validation,15,14
11653,19,validation,21,20
11658,19,validation,20,19
11664,19,validation,12,11
11667,19,validation,17,16
11669,19,validation,15,14
11680,19,validation,14,13
11687,19,validation,17,16
11691,19,validation,16,15
11692,19,validation,27,26
11693,19,validation,19,18
11694,19,validation,21,20
11696,19,validation,13,12
11698,19,validation,22,21
11699,19,validation,13,12
11700,19,validation,18,17
11701,19,validation,18,17
11702,19,validation,16,15
11704,19,validation,18,17
11705,19,validation,17,16
11710,19,validation,13,12
11715,19,validation,19,18
11720,19,validation,12,11
11722,19,validation,14,13
11728,19,validation,15,14
11747,19,validation,11,10
11749,19,validation,13,12
11752,19,validation,12,11
11758,19,validation,12,11
11760,19,validation,15,14
11762,19,validation,13,12
11768,19,validation,16,15
11770,19,validation,16,15
11771,19,validation,16,15
11772,19,validation,15,14
11774,19,validation,16,15
11775,19,validation,20,19
11779,19,validation,18,17
11780,19,validation,18,17
11781,19,validation,11,10
11782,19,validation,14,13
11783,19,validation,13,12
11786,19,validation,13,12
11787,19,validation,15,14
11793,19,validation,17,16
11801,19,validation,20,19
11803,19,validation,21,20
11806,19,validation,13,12
11807,19,validation,19,18
11808,19,validation,17,16
11812,19,validation,17,16
11818,19,validation,13,12
11822,19,validation,14,13
11826,19,validation,11,10
11832,19,validation,12,11
11836,19,validation,18,17
11840,19,validation,19,18
11841,19,validation,18,17
11842,19,validation,15,14
11848,20,validation,13,12
11849,20,validation,17,16
11850,20,validation,14,13
11851,20,validation,13,12
11852,20,validation,12,11
11853,20,validation,18,17
11856,20,validation,15,14
11857,20,validation,12,11
11859,20,validation,20,19
11862,20,validation,11,10
11863,20,validation,15,14
11865,20,validation,18,17
11867,20,validation,19,18
11868,20,validation,20,19
11869,20,validation,12,11
11870,20,validation,21,20
11872,20,validation,24,23
11875,20,validation,16,15
11878,20,validation,13,12
11880,20,validation,15,14
11881,20,validation,19,18
11883,20,validation,31,30
11884,20,validation,19,18
11888,20,validation,26,25
11892,20,validation,21,20
11893,20,validation,22,21
11894,20,validation,22,21
11896,20,validation,17,16
11897,20,validation,22,21
11899,20,validation,18,17
11900,20,validation,18,17
11905,20,validation,14,13
11906,20,validation,24,23
11907,20,validation,18,17
11908,20,validation,24,22
11909,20,validation,11,10
11912,20,validation,13,12
11914,20,validation,20,19
11915,20,validation,16,15
11918,20,validation,14,13
11922,20,validation,17,16
11926,20,validation,14,13
11930,20,validation,12,10
11931,20,validation,24,23
11932,20,validation,15,14
11934,20,validation,17,16
11937,20,validation,20,18
11938,20,validation,15,14
11958,20,validation,16,15
11961,20,validation,19,18
11988,20,validation,11,10
11993,20,validation,11,10
12003,20,validation,13,12
12010,20,validation,19,18
12011,20,validation,19,18
12012,20,validation,17,16
12013,20,validation,20,17
12014,20,validation,14,13
12018,20,validation,15,14
12019,20,validation,18,17
12023,20,validation,18,17
12024,20,validation,19,18
12026,20,validation,16,15
12027,20,validation,15,14
12028,20,validation,23,22
12030,20,validation,18,17
12033,20,validation,11,10
12040,20,validation,27,26
12041,20,validation,13,12
12044,20,validation,11,10
12047,20,validation,21,20
12050,20,validation,13,12
12051,20,validation,16,15
12054,20,validation,13,12
12058,20,validation,19,18
12064,20,validation,18,17
12066,20,validation,16,15
12072,20,validation,26,25
12074,20,validation,22,21
12075,20,validation,11,10
12077,20,validation,15,14
12079,20,validation,12,11
12080,20,validation,11,10
12081,20,validation,20,19
12082,20,validation,13,12
12084,20,validation,12,11
12093,20,validation,13,12
12096,20,validation,12,11
12097,20,validation,17,16
12099,20,validation,15,14
12100,20,validation,18,17
12101,20,validation,16,15
12105,20,validation,15,14
12113,20,validation,11,10
12150,20,validation,12,11
12154,20,validation,15,14
12164,20,validation,12,11
12166,20,validation,13,12
12170,20,validation,16,15
12172,20,validation,16,15
12178,20,validation,19,18
12180,20,validation,12,11
12181,20,validation,14,13
12182,20,validation,22,21
12186,20,validation,14,13
12187,20,validation,17,16
12188,20,validation,17,16
12190,20,validation,15,14
12191,20,validation,22,21
12192,20,validation,15,14
12198,20,validation,22,21
12199,20,validation,21,20
12201,20,validation,19,18
12203,20,validation,15,14
12207,20,validation,12,11
12208,20,validation,12,11
12210,20,validation,19,18
12212,20,validation,14,13
12215,20,validation,15,14
12222,20,validation,17,16
12225,20,validation,12,11
12227,20,validation,12,11
12228,20,validation,15,14
12229,20,validation,19,18
12231,20,validation,21,20
12233,20,validation,19,18
12234,20,validation,14,13
12237,20,validation,15,14
12238,20,validation,18,17
12240,20,validation,12,11
12244,20,validation,21,20
12249,20,validation,20,19
12252,20,validation,19,18
12258,20,validation,12,11
12259,20,validation,20,19
12271,20,validation,13,12
12277,20,validation,14,13
12295,20,validation,11,10
12299,20,validation,12,11
12300,20,validation,12,11
12305,20,validation,11,10
12307,20,validation,11,10
12312,20,validation,18,17
12314,20,validation,14,13
12315,20,validation,13,12
12316,20,validation,15,14
12318,20,validation,15,14
12321,20,validation,14,13
12322,20,validation,14,13
12324,20,validation,16,15
12326,20,validation,16,15
12329,20,validation,15,14
12331,20,validation,12,11
12345,20,validation,17,16
12346,20,validation,25,23
12347,20,validation,14,13
12348,20,validation,20,19
12349,20,validation,13,12
12350,20,validation,13,12
12356,20,validation,11,10
12357,20,validation,14,13
12358,20,validation,18,17
12362,20,validation,15,14
12368,20,validation,12,11
12369,20,validation,21,20
12374,20,validation,26,25
12375,20,validation,16,15
12377,20,validation,15,14
12381,20,validation,22,21
12382,20,validation,13,12
12383,20,validation,12,11
12384,20,validation,17,16
12392,20,validation,17,16
12393,20,validation,19,18
12394,20,validation,17,16
12395,20,validation,11,10
12406,20,validation,12,11
12408,20,validation,16,15
12413,20,validation,17,16
12416,20,validation,16,15
12417,20,validation,14,13
12438,20,validation,15,14
12439,20,validation,20,18
12443,20,validation,14,13
12447,20,validation,12,11
12453,20,validation,14,13
12457,20,validation,16,15
12459,20,validation,15,14
12461,20,validation,17,16
12462,21,validation,13,12
12463,21,validation,13,12
12464,21,validation,26,25
12469,21,validation,18,17
12470,21,validation,21,20
12471,21,validation,17,16
12472,21,validation,15,14
12473,21,validation,18,17
12475,21,validation,20,19
12476,21,validation,14,13
12478,21,validation,24,23
12479,21,validation,16,15
12480,21,validation,17,16
12482,21,validation,17,16
12483,21,validation,22,21
12484,21,validation,24,23
12485,21,validation,22,21
12486,21,validation,16,15
12487,21,validation,14,13
12488,21,validation,13,12
12490,21,validation,11,10
12492,21,validation,20,19
12493,21,validation,16,15
12496,21,validation,11,10
12502,21,validation,17,16
12504,21,validation,16,15
12506,21,validation,15,14
12507,21,validation,23,22
12508,21,validation,12,11
12509,21,validation,19,18
12512,21,validation,15,14
12513,21,validation,11,10
12516,21,validation,14,13
12519,21,validation,14,13
12520,21,validation,14,13
12522,21,validation,20,19
12523,21,validation,19,18
12524,21,validation,16,15
12527,21,validation,19,18
12529,21,validation,13,12
12530,21,validation,18,17
12532,21,validation,15,14
12533,21,validation,16,15
12536,21,validation,14,13
12537,21,validation,18,17
12539,21,validation,19,18
12540,21,validation,18,17
12542,21,validation,19,18
12543,21,validation,17,16
12544,21,validation,20,19
12549,21,validation,20,19
12551,21,validation,22,21
12553,21,validation,13,12
12554,21,validation,14,13
12560,21,validation,14,13
12564,21,validation,16,15
12567,21,validation,13,12
12590,21,validation,15,14
12598,21,validation,15,14
12604,21,validation,17,16
12606,21,validation,11,10
12609,21,validation,15,14
12610,21,validation,18,17
12613,21,validation,11,10
12616,21,validation,21,20
12618,21,validation,13,12
12619,21,validation,16,15
12620,21,validation,19,18
12622,21,validation,20,19
12623,21,validation,12,11
12625,21,validation,22,21
12629,21,validation,18,17
12630,21,validation,12,11
12632,21,validation,18,17
12634,21,validation,13,11
12638,21,validation,20,19
12640,21,validation,16,15
12642,21,validation,16,15
12645,21,validation,19,18
12647,21,validation,15,14
12648,21,validation,15,14
12652,21,validation,16,15
12653,21,validation,16,15
12655,21,validation,19,18
12656,21,validation,18,17
12658,21,validation,21,20
12659,21,validation,15,14
12660,21,validation,12,11
12672,21,validation,14,13
12677,21,validation,19,18
12678,21,validation,16,15
12682,21,validation,15,14
12684,21,validation,13,12
12686,21,validation,12,11
12687,21,validation,20,19
12689,21,validation,15,14
12690,21,validation,23,22
12692,21,validation,12,10
12693,21,validation,24,23
12697,21,validation,20,19
12707,21,validation,16,15
12710,21,validation,15,14
12711,21,validation,18,17
12714,21,validation,25,23
12715,21,validation,13,12
12719,21,validation,14,13
12733,21,validation,18,17
12734,21,validation,13,12
12741,21,validation,12,11
12757,21,validation,17,16
12759,21,validation,17,16
12760,21,validation,15,14
12763,21,validation,14,13
12764,21,validation,15,14
12765,21,validation,11,10
12766,21,validation,19,18
12769,21,validation,18,17
12770,21,validation,16,15
12771,21,validation,12,11
12777,21,validation,13,12
12778,21,validation,20,19
12779,21,validation,16,15
12788,21,validation,11,10
12791,21,validation,16,15
12792,21,validation,11,10
12794,21,validation,16,14
12798,21,validation,16,15
12800,21,validation,12,11
12803,21,validation,12,11
12813,21,validation,20,19
12815,21,validation,14,13
12816,21,validation,14,13
12818,21,validation,23,22
12821,21,validation,17,16
12825,21,validation,18,17
12826,21,validation,17,16
12827,21,validation,16,15
12829,21,validation,12,11
12831,21,validation,13,12
12837,21,validation,17,16
12838,21,validation,14,13
12843,21,validation,12,11
12850,21,validation,16,15
12852,21,validation,18,16
12860,21,validation,12,11
12863,21,validation,12,11
12864,21,validation,17,16
12879,21,validation,15,14
12884,21,validation,11,10
12886,21,validation,12,11
12887,21,validation,14,13
12890,21,validation,14,13
12893,21,validation,14,13
12895,21,validation,14,13
12897,21,validation,13,12
12898,21,validation,12,11
12902,21,validation,18,17
12904,21,validation,14,13
12911,21,validation,11,10
12914,21,validation,14,13
12916,21,validation,13,12
12918,21,validation,17,16
12920,21,validation,18,17
12921,21,validation,19,18
12924,21,validation,17,16
12926,21,validation,13,12
12927,21,validation,18,17
12928,21,validation,11,10
12929,21,validation,13,12
12930,21,validation,22,21
12934,21,validation,17,16
12936,21,validation,13,12
12937,21,validation,15,14
12940,21,validation,24,23
12941,21,validation,13,12
12942,21,validation,12,11
12944,21,validation,14,13
12946,21,validation,17,16
12947,21,validation,11,10
12950,21,validation,21,20
12951,21,validation,15,14
12957,21,validation,15,14
12958,21,validation,13,12
12961,21,validation,16,15
12965,21,validation,17,16
12968,21,validation,16,15
12971,21,validation,11,10
12972,21,validation,14,13
12978,21,validation,18,17
12979,21,validation,24,23
12981,21,validation,19,18
12982,21,validation,17,16
12983,21,validation,20,19
12986,21,validation,18,17
12987,21,validation,14,13
12988,21,validation,18,17
12996,21,validation,15,14
12997,21,validation,17,16
12999,21,validation,11,10
13005,21,validation,11,10
13006,21,validation,11,10
13007,21,validation,19,18
13014,21,validation,14,13
13016,21,validation,13,12
13017,21,validation,12,11
13021,21,validation,18,17
13023,21,validation,15,14
13028,21,validation,15,14
13036,21,validation,11,10
13041,21,validation,14,13
13043,21,validation,12,11
13044,21,validation,12,11
13052,21,validation,22,21
13053,21,validation,17,16
13060,21,validation,15,14
13061,21,validation,13,12
13062,21,validation,12,11
13064,21,validation,18,17
13065,21,validation,13,12
13066,21,validation,16,15
13068,21,validation,21,20
13069,21,validation,15,14
13070,21,validation,17,16
13073,21,validation,13,12
13076,21,validation,19,18
13079,21,validation,18,17
13080,21,validation,15,14
13081,21,validation,11,10
13083,21,validation,12,11
13088,21,validation,12,11
13089,21,validation,14,13
13092,21,validation,22,21
13096,21,validation,16,15
13100,21,validation,18,17
13103,21,validation,19,18
13109,21,validation,11,10
13122,21,validation,13,12
13125,21,validation,11,10
13126,21,validation,18,17
13127,21,validation,16,15
13129,21,validation,18,17
13130,21,validation,15,14
13131,21,validation,18,17
13132,21,validation,11,10
13136,21,validation,23,22
13138,21,validation,19,18
13140,21,validation,15,14
13141,21,validation,14,13
13142,21,validation,18,17
13146,21,validation,14,13
13152,21,validation,15,14
13153,21,validation,16,15
13155,21,validation,11,10
13157,21,validation,11,10
13159,21,validation,12,11
13164,21,validation,13,12
13165,21,validation,16,15
13166,21,validation,14,13
13178,21,validation,13,12
13185,21,validation,15,14
13186,21,validation,14,13
13187,21,validation,16,15
13188,21,validation,13,12
13195,21,validation,14,13
13203,21,validation,12,11
13204,21,validation,13,12
13209,21,validation,16,15
13210,21,validation,15,14
13212,21,validation,12,11
13213,21,validation,20,19
13215,22,validation,11,10
13217,22,validation,19,18
13219,22,validation,14,13
13221,22,validation,14,13
13223,22,validation,17,16
13224,22,validation,23,22
13226,22,validation,20,19
13227,22,validation,18,17
13228,22,validation,15,14
13229,22,validation,19,18
13230,22,validation,18,17
13234,22,validation,18,17
13235,22,validation,17,16
13236,22,validation,20,19
13238,22,validation,18,17
13239,22,validation,15,14
13240,22,validation,23,22
13242,22,validation,11,10
13244,22,validation,14,13
13246,22,validation,21,20
13248,22,validation,13,12
13249,22,validation,23,22
13254,22,validation,20,19
13255,22,validation,14,13
13257,22,validation,16,15
13258,22,validation,19,18
13259,22,validation,20,19
13260,22,validation,22,21
13269,22,validation,25,24
13272,22,validation,16,15
13273,22,validation,20,19
13274,22,validation,17,16
13275,22,validation,15,14
13276,22,validation,13,12
13280,22,validation,17,16
13281,22,validation,14,13
13283,22,validation,13,12
13286,22,validation,25,24
13291,22,validation,16,15
13292,22,validation,15,14
13293,22,validation,19,18
13294,22,validation,17,16
13295,22,validation,19,18
13297,22,validation,14,13
13299,22,validation,19,18
13300,22,validation,14,13
13308,22,validation,24,23
13309,22,validation,21,20
13312,22,validation,12,11
13316,22,validation,14,13
13318,22,validation,18,17
13325,22,validation,15,14
13329,22,validation,11,10
13333,22,validation,18,17
13337,22,validation,11,10
13361,22,validation,11,10
13365,22,validation,17,16
13380,22,validation,16,15
13381,22,validation,14,13
13384,22,validation,14,13
13386,22,validation,18,17
13389,22,validation,11,10
13390,22,validation,22,21
13391,22,validation,17,16
13397,22,validation,14,13
13398,22,validation,24,23
13399,22,validation,11,10
13402,22,validation,14,13
13404,22,validation,14,13
13405,22,validation,19,18
13412,22,validation,17,16
13414,22,validation,18,17
13415,22,validation,15,14
13418,22,validation,18,17
13424,22,validation,20,19
13427,22,validation,14,12
13430,22,validation,12,11
13431,22,validation,11,10
13435,22,validation,16,15
13437,22,validation,17,16
13438,22,validation,18,17
13439,22,validation,15,14
13444,22,validation,14,13
13452,22,validation,17,16
13454,22,validation,16,15
13455,22,validation,11,10
13456,22,validation,11,10
13458,22,validation,12,11
13460,22,validation,22,21
13463,22,validation,25,24
13466,22,validation,13,12
13476,22,validation,12,10
13483,22,validation,12,10
13489,22,validation,15,14
13490,22,validation,24,23
13511,22,validation,15,14
13536,22,validation,12,11
13538,22,validation,14,13
13545,22,validation,13,12
13547,22,validation,15,14
13552,22,validation,17,16
13555,22,validation,12,11
13564,22,validation,12,11
13566,22,validation,14,13
13577,22,validation,11,10
13578,22,validation,15,14
13579,22,validation,17,16
13580,22,validation,12,11
13581,22,validation,24,23
13586,22,validation,13,12
13589,22,validation,12,11
13590,22,validation,13,12
13592,22,validation,12,11
13596,22,validation,11,10
13597,22,validation,13,12
13598,22,validation,13,12
13603,22,validation,11,10
13608,22,validation,21,20
13610,22,validation,11,10
13611,22,validation,18,17
13612,22,validation,16,15
13614,22,validation,18,17
13616,22,validation,15,14
13618,22,validation,16,15
13621,22,validation,12,11
13626,22,validation,18,17
13627,22,validation,12,10
13628,22,validation,12,11
13631,22,validation,12,11
13634,22,validation,11,10
13647,22,validation,13,12
13649,22,validation,12,11
13651,22,validation,15,14
13652,22,validation,11,10
13675,22,validation,15,14
13682,22,validation,16,15
13683,22,validation,13,12
13689,22,validation,13,12
13690,22,validation,16,15
13692,22,validation,18,17
13694,22,validation,17,16
13696,22,validation,12,11
13697,22,validation,14,13
13698,22,validation,17,16
13699,22,validation,12,11
13700,22,validation,15,14
13704,22,validation,13,12
13708,22,validation,16,15
13710,22,validation,12,11
13714,22,validation,11,10
13715,22,validation,22,21
13720,22,validation,16,15
13723,22,validation,20,19
13727,22,validation,18,17
13734,22,validation,18,17
13738,22,validation,16,15
13739,22,validation,22,21
13740,22,validation,15,14
13741,22,validation,19,18
13743,22,validation,17,16
13746,22,validation,13,12
13747,22,validation,11,10
13748,22,validation,21,20
13751,22,validation,19,18
13752,22,validation,16,15
13753,22,validation,14,13
13757,22,validation,20,19
13759,22,validation,12,11
13763,22,validation,13,12
13766,22,validation,13,12
13768,22,validation,16,15
13770,22,validation,14,13
13771,22,validation,13,11
13773,22,validation,14,13
13780,22,validation,12,11
13781,22,validation,12,11
13795,22,validation,13,11
13804,22,validation,17,16
13812,22,validation,13,12
13814,22,validation,12,11
13815,22,validation,14,13
13820,22,validation,21,20
13821,22,validation,20,19
13824,22,validation,15,14
13834,22,validation,14,13
13835,22,validation,19,18
13836,22,validation,15,14
13837,22,validation,16,15
13839,22,validation,15,14
13840,22,validation,14,13
13841,22,validation,15,13
13842,22,validation,14,13
13844,22,validation,20,19
13847,22,validation,16,15
13848,22,validation,11,10
13850,22,validation,14,13
13855,22,validation,15,14
13858,22,validation,14,13
13862,22,validation,18,17
13865,22,validation,15,14
13867,22,validation,18,17
13870,22,validation,19,18
13875,22,validation,19,18
13876,22,validation,18,17
13879,22,validation,11,10
13882,22,validation,16,15
13883,22,validation,19,18
13884,22,validation,15,14
13887,22,validation,21,20
13888,22,validation,16,15
13890,22,validation,18,17
13891,22,validation,13,12
13895,22,validation,16,15
13901,22,validation,18,17
13902,22,validation,15,14
13903,22,validation,18,17
13907,22,validation,11,10
13912,22,validation,17,16
13913,22,validation,11,10
13917,22,validation,12,11
13918,22,validation,14,12
13919,22,validation,15,14
13921,22,validation,15,14
13922,22,validation,16,15
13923,22,validation,14,13
13926,22,validation,12,11
13932,22,validation,11,10
13933,22,validation,13,12
13947,22,validation,15,14
13950,22,validation,21,19
13951,22,validation,16,15
13954,22,validation,16,15
13956,22,validation,12,11
13959,22,validation,11,10
13961,22,validation,11,10
13966,22,validation,14,13
13970,22,validation,11,10
13977,22,validation,14,13
13981,22,validation,14,13
13982,23,validation,14,13
13984,23,validation,21,20
13985,23,validation,15,14
13986,23,validation,17,16
13987,23,validation,14,13
13988,23,validation,18,17
13990,23,validation,16,15
13991,23,validation,18,17
13996,23,validation,19,18
13998,23,validation,15,14
13999,23,validation,23,22
14000,23,validation,18,17
14001,23,validation,17,16
14002,23,validation,11,10
14005,23,validation,16,15
14010,23,validation,15,14
14011,23,validation,16,15
14012,23,validation,20,19
14014,23,validation,27,26
14016,23,validation,16,15
14017,23,validation,13,12
14018,23,validation,11,10
14021,23,validation,19,18
14022,23,validation,14,13
14024,23,validation,17,16
14032,23,validation,15,14
14036,23,validation,22,21
14039,23,validation,15,14
14045,23,validation,19,18
14048,23,validation,18,17
14052,23,validation,18,17
14055,23,validation,19,18
14056,23,validation,18,17
14057,23,validation,20,19
14058,23,validation,18,16
14059,23,validation,17,15
14061,23,validation,15,14
14064,23,validation,15,14
14069,23,validation,19,18
14072,23,validation,22,21
14073,23,validation,25,24
14074,23,validation,18,17
14082,23,validation,12,11
14083,23,validation,20,19
14089,23,validation,16,15
14092,23,validation,11,10
14093,23,validation,14,13
14099,23,validation,14,13
14100,23,validation,16,15
14108,23,validation,12,10
14111,23,validation,14,13
14116,23,validation,11,10
14121,23,validation,11,10
14129,23,validation,13,12
14130,23,validation,16,14
14133,23,validation,22,21
14137,23,validation,20,19
14141,23,validation,17,16
14144,23,validation,13,12
14146,23,validation,23,22
14147,23,validation,22,21
14148,23,validation,18,17
14152,23,validation,16,15
14154,23,validation,17,16
14156,23,validation,12,11
14157,23,validation,15,13
14159,23,validation,19,18
14160,23,validation,12,11
14161,23,validation,18,17
14162,23,validation,20,19
14168,23,validation,13,12
14170,23,validation,12,11
14171,23,validation,13,12
14172,23,validation,18,17
14175,23,validation,19,18
14176,23,validation,25,23
14177,23,validation,14,13
14179,23,validation,18,17
14181,23,validation,19,18
14187,23,validation,17,16
14191,23,validation,18,17
14197,23,validation,19,18
14198,23,validation,20,19
14207,23,validation,14,13
14208,23,validation,18,17
14210,23,validation,18,17
14212,23,validation,14,13
14216,23,validation,14,13
14220,23,validation,13,12
14232,23,validation,14,13
14237,23,validation,12,11
14238,23,validation,15,14
14239,23,validation,16,15
14242,23,validation,14,12
14243,23,validation,13,12
14267,23,validation,12,11
14269,23,validation,12,11
14277,23,validation,15,14
14278,23,validation,24,23
14279,23,validation,13,12
14284,23,validation,13,12
14286,23,validation,14,13
14287,23,validation,23,22
14289,23,validation,12,11
14291,23,validation,19,18
14295,23,validation,12,11
14297,23,validation,12,11
14299,23,validation,14,13
14300,23,validation,15,14
14306,23,validation,14,13
14308,23,validation,17,16
14310,23,validation,15,14
14311,23,validation,13,12
14314,23,validation,14,13
14315,23,validation,19,18
14316,23,validation,19,18
14319,23,validation,12,11
14322,23,validation,16,15
14325,23,validation,14,13
14327,23,validation,15,14
14336,23,validation,11,10
14337,23,validation,13,12
14342,23,validation,16,15
14348,23,validation,20,19
14354,23,validation,13,12
14358,23,validation,19,18
14359,23,validation,17,16
14375,23,validation,12,11
14377,23,validation,13,12
14378,23,validation,13,12
14382,23,validation,12,11
14384,23,validation,14,13
14385,23,validation,18,17
14390,23,validation,16,15
14391,23,validation,18,17
14425,23,validation,13,12
14428,23,validation,14,13
14429,23,validation,11,10
14432,23,validation,15,14
14434,23,validation,14,13
14435,23,validation,17,16
14437,23,validation,14,13
14443,23,validation,13,12
14448,23,validation,16,15
14457,23,validation,12,11
14458,23,validation,16,15
14459,23,validation,11,10
14461,23,validation,22,21
14462,23,validation,21,20
14466,23,validation,15,14
14468,23,validation,17,16
14469,23,validation,12,11
14470,23,validation,16,15
14471,23,validation,13,12
14473,23,validation,13,12
14474,23,validation,19,18
14475,23,validation,14,13
14477,23,validation,12,11
14478,23,validation,14,13
14486,23,validation,14,13
14497,23,validation,21,20
14498,23,validation,23,22
14502,23,validation,19,18
14503,23,validation,16,15
14504,23,validation,21,20
14509,23,validation,20,19
